Actual,Predicted
3.0,10.08988724158646
5.0,6.62241897986771
1.0,8.57957230018021
1.0,10.33921585486771
7.0,7.77024612830521
3.0,8.55436478064896
23.0,10.33921585486771
0.0,3.82407913611771
1.0,8.90531692908646
6.0,8.93455276893021
23.0,7.67283401893021
4.0,9.12498245643021
10.0,10.33921585486771
2.0,5.97678909705521
23.0,7.06040726111771
8.0,8.17411575721146
11.0,6.38065872596146
7.0,9.18351517127396
4.0,6.84861526893021
12.0,8.34556351111771
3.0,8.52506790564896
6.0,7.71177444861771
5.0,7.97501907752396
5.0,5.82652054236771
23.0,9.96732864783646
5.0,8.29112015174271
6.0,6.37669144080521
8.0,9.58311233924271
5.0,6.12302933143021
10.0,7.59477005408646
2.0,6.66917190955521
6.0,8.21030960486771
3.0,9.02232132361771
15.0,8.03349075721146
8.0,6.06455765174271
11.0,7.77024612830521
20.0,8.17014847205521
12.0,9.82261429236771
18.0,8.28709183143021
12.0,8.90531692908646
10.0,7.85239944861771
7.0,8.32035599158646
9.0,8.37882767127396
9.0,7.68253860877396
6.0,8.49583206580521
23.0,7.41526565955521
18.0,7.97092972205521
1.0,6.98057327674271
1.0,6.69834671424271
19.0,10.38853226111771
4.0,4.71507034705521
8.0,9.71879349158646
3.0,8.84684524939896
9.0,7.38438187049271
10.0,7.73704300330521
4.0,8.66734085486771
4.0,6.03532181189896
2.0,7.47373733924271
7.0,8.25779495643021
8.0,8.67130814002396
7.0,9.50523147986771
6.0,8.90531692908646
1.0,8.84684524939896
4.0,7.73142776893021
2.0,9.71879349158646
8.0,10.22654495643021
7.0,9.50523147986771
4.0,8.00425491736771
10.0,8.87608108924271
23.0,7.36076126502396
23.0,8.64207230018021
12.0,8.17014847205521
23.0,10.62241897986771
23.0,9.97886429236771
8.0,6.55210647986771
4.0,8.70786819861771
2.0,5.77207718299271
23.0,9.18351517127396
20.0,9.45152054236771
19.0,11.61582718299271
7.0,9.71879349158646
6.0,7.38596878455521
8.0,9.27122269080521
3.0,5.83054886268021
1.0,6.52293167518021
11.0,7.53220901893021
1.0,5.59660110877396
4.0,8.60886917518021
3.0,7.09751663611771
23.0,9.97886429236771
8.0,8.32597122596146
4.0,5.65110550330521
7.0,6.78611526893021
4.0,9.71879349158646
1.0,13.03843460486771
2.0,4.07163772986771
15.0,6.77183304236771
18.0,10.52305374549271
6.0,8.28709183143021
4.0,10.08988724158646
4.0,7.44456253455521
10.0,6.63987503455521
8.0,8.28709183143021
1.0,10.55228958533646
23.0,9.55161819861771
7.0,6.07066116736771
13.0,8.37882767127396
4.0,9.71879349158646
2.0,7.68253860877396
11.0,7.93613968299271
6.0,6.40586624549271
6.0,6.73161087439896
4.0,8.99308548377396
23.0,8.27329788611771
12.0,8.34959183143021
6.0,8.41373978064896
1.0,4.33891067908646
4.0,8.22862015174271
16.0,7.58237991736771
23.0,10.10960159705521
3.0,8.55436478064896
11.0,6.21079788611771
15.0,7.55589065955521
3.0,7.29832230018021
5.0,5.65507278846146
8.0,9.71879349158646
4.0,8.31638870643021
14.0,8.25779495643021
23.0,8.74070511268021
3.0,6.18156204627396
2.0,7.08262405799271
10.0,8.75907669471146
4.0,7.82468948768021
11.0,8.00425491736771
1.0,5.82652054236771
5.0,7.46812210486771
2.0,7.15604935096146
3.0,7.85801468299271
1.0,6.66917190955521
8.0,10.22654495643021
5.0,7.76621780799271
3.0,5.58689651893021
3.0,10.33921585486771
23.0,7.61839065955521
4.0,9.71879349158646
5.0,6.61057815955521
15.0,7.99644241736771
9.0,7.56553421424271
4.0,7.82877884314896
0.0,8.08237991736771
4.0,6.87785110877396
23.0,7.70213089393021
7.0,8.31638870643021
1.0,9.53446731971146
2.0,7.44852981971146
6.0,8.43333206580521
6.0,8.32200394080521
22.0,7.67844925330521
23.0,7.64097366736771
0.0,8.54002151893021
14.0,7.79948196814896
8.0,8.69651565955521
6.0,8.05064163611771
13.0,6.24003372596146
16.0,7.77024612830521
4.0,9.45152054236771
3.0,4.07163772986771
3.0,8.46659622596146
11.0,7.67283401893021
3.0,6.09379349158646
3.0,8.55436478064896
23.0,9.45152054236771
6.0,6.08952103064896
21.0,9.91471634314896
3.0,9.32975540564896
8.0,5.53806839393021
1.0,6.81937942908646
9.0,6.88877640174271
8.0,8.58360062049271
5.0,7.39005814002396
3.0,7.71177444861771
15.0,8.03349075721146
6.0,10.08988724158646
8.0,8.72581253455521
11.0,11.61582718299271
19.0,8.25779495643021
2.0,5.88499222205521
23.0,7.96531448768021
2.0,7.94572220252396
13.0,8.31638870643021
19.0,9.82261429236771
9.0,7.47373733924271
6.0,10.46452103064896
3.0,4.33891067908646
11.0,8.02915726111771
3.0,6.36185989783646
8.0,8.70060501502396
3.0,7.93613968299271
5.0,8.49180374549271
9.0,10.08988724158646
5.0,6.21275101111771
9.0,4.50083694861771
2.0,5.38755569861771
23.0,8.81754837439896
5.0,8.17411575721146
6.0,5.73313675330521
3.0,9.45152054236771
23.0,8.90531692908646
23.0,7.90684280799271
2.0,4.33891067908646
1.0,6.68809280799271
2.0,6.50852737830521
23.0,8.84684524939896
23.0,9.56370315955521
10.0,7.68253860877396
5.0,7.17759476111771
2.0,8.43736038611771
4.0,8.93455276893021
10.0,8.64207230018021
0.0,8.14487991736771
3.0,8.99308548377396
4.0,7.71177444861771
6.0,9.45152054236771
4.0,8.46659622596146
14.0,7.03904495643021
23.0,9.18351517127396
2.0,7.92582474158646
12.0,7.47373733924271
2.0,4.33891067908646
5.0,8.40812454627396
5.0,5.77207718299271
5.0,5.32932815955521
14.0,8.70060501502396
15.0,8.32035599158646
7.0,7.77183304236771
2.0,6.47404251502396
4.0,7.79948196814896
7.0,8.63804397986771
2.0,10.33921585486771
23.0,7.70774612830521
17.0,9.34910355018021
4.0,8.99308548377396
6.0,9.82261429236771
14.0,8.05308304236771
1.0,10.05509720252396
11.0,8.78831253455521
11.0,6.53251419471146
3.0,5.24155960486771
3.0,5.50486526893021
11.0,8.22862015174271
8.0,7.61997757361771
16.0,8.93455276893021
0.0,8.49583206580521
4.0,9.45152054236771
5.0,9.11912308143021
20.0,8.08384476111771
2.0,8.43736038611771
5.0,6.61057815955521
5.0,10.17204056189896
1.0,7.86362991736771
8.0,8.81754837439896
6.0,10.07163772986771
9.0,8.66734085486771
2.0,9.45152054236771
23.0,11.51225052283646
8.0,8.11155472205521
0.0,8.96378860877396
3.0,6.44077835486771
12.0,8.06272659705521
